text,intent,entities,label
please list all flights on northwest and united airlines that go to denver,flight,airline_name=northwest;airline_name=united airlines;toloc.city_name=denver,11
i would like a flight as early as possible in the day leaving from boston and to denver,flight,flight_mod=early;fromloc.city_name=boston;toloc.city_name=denver,11
how long does it take to get from denver to oakland,distance,fromloc.city_name=denver;toloc.city_name=oakland,10
show flights from new york city to las vegas,flight,fromloc.city_name=new york city;toloc.city_name=las vegas,11
could you please give me the cost of a round trip flight from denver to pittsburgh,airfare,round_trip=round trip;fromloc.city_name=denver;toloc.city_name=pittsburgh,3
show me prices of flights from baltimore to dallas,airfare,fromloc.city_name=baltimore;toloc.city_name=dallas,3
list the flights on friday afternoon from philadelphia to oakland,flight,depart_date.day_name=friday;depart_time.period_of_day=afternoon;fromloc.city_name=philadelphia;toloc.city_name=oakland,11
philadelphia to boston monday,flight,fromloc.city_name=philadelphia;toloc.city_name=boston;depart_date.day_name=monday,11
show me fares from seattle to minneapolis,airfare,fromloc.city_name=seattle;toloc.city_name=minneapolis,3
what is the earliest flight between logan and bwi,flight,flight_mod=earliest;fromloc.airport_name=logan;toloc.airport_code=bwi,11
what flights are available wednesday morning from boston to denver,flight,depart_date.day_name=wednesday;depart_time.period_of_day=morning;fromloc.city_name=boston;toloc.city_name=denver,11
flying from pittsburgh to philadelphia on us air,flight,fromloc.city_name=pittsburgh;toloc.city_name=philadelphia;airline_name=us air,11
what are the cheapest flights from denver to pittsburgh that stop in atlanta,flight,cost_relative=cheapest;fromloc.city_name=denver;toloc.city_name=pittsburgh;stoploc.city_name=atlanta,11
i 'd like to fly from dallas to san francisco at approximately 615 pm,flight,fromloc.city_name=dallas;toloc.city_name=san francisco;depart_time.time_relative=approximately;depart_time.time=615 pm,11
show me the evening flights from atlanta to washington on wednesdays,flight,depart_time.period_of_day=evening;fromloc.city_name=atlanta;toloc.city_name=washington;depart_date.day_name=wednesdays,11
show me flights from dallas to atlanta on tuesday,flight,fromloc.city_name=dallas;toloc.city_name=atlanta;depart_date.day_name=tuesday,11
show me round trip fares from las vegas to houston nonstop,airfare,round_trip=round trip;fromloc.city_name=las vegas;toloc.city_name=houston;flight_stop=nonstop,3
is there ground transportation in st. louis,ground_service,city_name=st. louis,17
show sunday flights from seattle to chicago,flight,depart_date.day_name=sunday;fromloc.city_name=seattle;toloc.city_name=chicago,11
show me boston ground transportation,ground_service,city_name=boston,17
show me the flights from baltimore to philadelphia,flight,fromloc.city_name=baltimore;toloc.city_name=philadelphia,11
i 'd like to fly from philadelphia to san francisco through dallas,flight,fromloc.city_name=philadelphia;toloc.city_name=san francisco;stoploc.city_name=dallas,11
i need to go from boston to denver and then to san francisco,flight,fromloc.city_name=boston;toloc.city_name=denver;toloc.city_name=san francisco,11
what is as,abbreviation,airline_code=as,0
what is the earliest american airlines flight leaving philadelphia for dallas,flight,flight_mod=earliest;airline_name=american airlines;fromloc.city_name=philadelphia;toloc.city_name=dallas,11
what is the earliest flight from boston to san francisco that serves a meal,flight,flight_mod=earliest;fromloc.city_name=boston;toloc.city_name=san francisco;meal=meal,11
show me the cheapest one way flights from dallas to san francisco leaving dallas after 4 pm,flight,cost_relative=cheapest;round_trip=one way;fromloc.city_name=dallas;toloc.city_name=san francisco;fromloc.city_name=dallas;depart_time.time_relative=after;depart_time.time=4 pm,11
what 's the lowest round trip fare from dallas to baltimore,airfare,cost_relative=lowest;round_trip=round trip;fromloc.city_name=dallas;toloc.city_name=baltimore,3
i need to know a list of flights from atlanta,flight,fromloc.city_name=atlanta,11
show me your flights from atlanta to denver on june fourth,flight,fromloc.city_name=atlanta;toloc.city_name=denver;depart_date.month_name=june;depart_date.day_number=fourth,11
show me early friday morning flights from san francisco to boston,flight,depart_time.period_mod=early;depart_date.day_name=friday;depart_time.period_of_day=morning;fromloc.city_name=san francisco;toloc.city_name=boston,11
i 'd like to go from st. paul to kansas city on friday with a meal,flight,fromloc.city_name=st. paul;toloc.city_name=kansas city;depart_date.day_name=friday;meal=meal,11
how long does it take to fly from boston to atlanta,distance,fromloc.city_name=boston;toloc.city_name=atlanta,10
show me the direct flights from san francisco to boston,flight,connect=direct;fromloc.city_name=san francisco;toloc.city_name=boston,11
does continental airlines fly from denver to san francisco,flight,airline_name=continental airlines;fromloc.city_name=denver;toloc.city_name=san francisco,11
show me round trip tickets from new york to miami,airfare,round_trip=round trip;fromloc.city_name=new york;toloc.city_name=miami,3
what is the ground transport in denver,ground_service,city_name=denver,17
okay i 'd like a nonstop flight from houston to memphis that arrives in memphis in the early afternoon on tuesday june first,flight,flight_stop=nonstop;fromloc.city_name=houston;toloc.city_name=memphis;toloc.city_name=memphis;depart_time.period_of_day=early;arrive_time.period_of_day=afternoon;arrive_date.day_name=tuesday;arrive_date.month_name=june;arrive_date.day_number=first,11
i 'm traveling from boston to atlanta and i 'd like to go sometime after 5 pm but i want to know what kind of airplane it 's on,aircraft,fromloc.city_name=boston;toloc.city_name=atlanta;depart_time.time_relative=after;depart_time.time=5 pm,1
which airline can fly me from atlanta to denver to san francisco,airline,fromloc.city_name=atlanta;toloc.city_name=denver;toloc.city_name=san francisco,5
give me the flights from baltimore to pittsburgh,flight,fromloc.city_name=baltimore;toloc.city_name=pittsburgh,11
on july twenty third an early flight on american from philadelphia to san francisco,flight,depart_date.month_name=july;depart_date.day_number=twenty third;flight_mod=early;airline_name=american;fromloc.city_name=philadelphia;toloc.city_name=san francisco,11
list the flights from philadelphia to dallas on american airlines,flight,fromloc.city_name=philadelphia;toloc.city_name=dallas;airline_name=american airlines,11
list all tuesday night flights from boston to denver,flight,depart_date.day_name=tuesday;depart_time.period_of_day=night;fromloc.city_name=boston;toloc.city_name=denver,11
show me what flights are available from baltimore to dallas with economy fares,flight,fromloc.city_name=baltimore;toloc.city_name=dallas;economy=economy,11
is there ground transportation in oakland,ground_service,city_name=oakland,17
show me flights from pittsburgh to philadelphia,flight,fromloc.city_name=pittsburgh;toloc.city_name=philadelphia,11
how much does dl 746 cost,airfare,airline_code=dl;flight_number=746,3
what is restriction ap 57,abbreviation,restriction_code=ap 57,0
show me the first class fares from baltimore to dallas,airfare,class_type=first class;fromloc.city_name=baltimore;toloc.city_name=dallas,3
show me the flights from pittsburgh to los angeles on thursday,flight,fromloc.city_name=pittsburgh;toloc.city_name=los angeles;depart_date.day_name=thursday,11
what are the flights from boston to philadelphia,flight,fromloc.city_name=boston;toloc.city_name=philadelphia,11
display all flights from dallas to boston on july thirtieth,flight,fromloc.city_name=dallas;toloc.city_name=boston;depart_date.month_name=july;depart_date.day_number=thirtieth,11
tell me about ground transportation at salt lake city,ground_service,city_name=salt lake city,17
i 'd like to get a flight from washington to oakland with a stopover in dallas fort worth for september fifteenth,flight,fromloc.city_name=washington;toloc.city_name=oakland;stoploc.city_name=dallas fort worth;depart_date.month_name=september;depart_date.day_number=fifteenth,11
flights from phoenix to milwaukee on wednesday evening,flight,fromloc.city_name=phoenix;toloc.city_name=milwaukee;depart_date.day_name=wednesday;depart_time.period_of_day=evening,11
show me fares from philadelphia to san francisco on thursday morning,airfare,fromloc.city_name=philadelphia;toloc.city_name=san francisco;depart_date.day_name=thursday;depart_time.period_of_day=morning,3
may i have a listing of flights on monday from minneapolis to long beach california please,flight,depart_date.day_name=monday;fromloc.city_name=minneapolis;toloc.city_name=long beach;toloc.state_name=california,11
show me the flights from dallas to baltimore,flight,fromloc.city_name=dallas;toloc.city_name=baltimore,11
what flight from boston to baltimore is the least expensive flight,flight,fromloc.city_name=boston;toloc.city_name=baltimore;cost_relative=least expensive,11
give me the flights with the fares from indianapolis to orlando on december twenty seventh,flight,fromloc.city_name=indianapolis;toloc.city_name=orlando;depart_date.month_name=december;depart_date.day_number=twenty seventh,11
i need to go from philadelphia to dallas,flight,fromloc.city_name=philadelphia;toloc.city_name=dallas,11
show me ground transportation in boston and in baltimore,ground_service,city_name=boston;city_name=baltimore,17
how expensive is the san francisco limousine service,ground_fare,city_name=san francisco;transport_type=limousine,16
show me all flights from charlotte,flight,fromloc.city_name=charlotte,11
what are the costs of flights from dallas to boston tomorrow,airfare,fromloc.city_name=dallas;toloc.city_name=boston;depart_date.today_relative=tomorrow,3
is there ground transportation from the airport in denver to downtown,ground_service,fromloc.city_name=denver,17
i 'd like a first class flight from denver to baltimore on january first,flight,class_type=first class;fromloc.city_name=denver;toloc.city_name=baltimore;depart_date.month_name=january;depart_date.day_number=first,11
please show me flights from boston to denver with a stopover in philadelphia,flight,fromloc.city_name=boston;toloc.city_name=denver;stoploc.city_name=philadelphia,11
what is the abbreviation d10,abbreviation,aircraft_code=d10,0
